Unnamed: 0,headline,date,ticker,date_only,score_prosus,score_yiyang,score_distil
158068.0,"A Simulation of China's 2,$$$,$$$,$$$,$$$ Diversification/Writedown",2009-08-04 10:45:00,BHP,2009-08-04,0.0,0.0001737581187626347,0.0
229554.0,Dave Sawyer From Microsoft and Bob Nolan From Raxco Software to Be Featured on Let's Talk Computers (R),2009-08-07 12:00:00,MSFT,2009-08-07,0.0,0.002885790898289997,0.0
684298.0,Study: Enterprises Can Slash 88 Percent Off Application Preparation Time for Microsoft App-V Deployments,2009-08-07 13:00:00,MSFT,2009-08-07,-0.8980324268341064,4.020330379717052e-06,-0.9942713975906372
125223.0,"ParagonReport.com Complimentary Market Update on JPMorgan Chase & Co. (NYSE: JPM), PMI Group Inc. (NYSE: PMI), Berkshire Hathaway Inc. (NYSE: BRK- A), and American Express Company (NYSE: AXP)",2009-08-07 20:00:00,JPM,2009-08-07,0.0,1.9478290596453007e-05,0.0
158067.0,Hana Mining Ltd. Announces the Formation of an Advisory Board to Further Support Development of Its Exciting Copper-Silver Resource (Ghanzi Project) in Botswana,2009-08-10 13:00:00,BHP,2009-08-10,0.7111606001853943,0.0003029879335372243,0.0
614725.0,"ParagonReport.com Complimentary Market Update on JPMorgan Chase & Co. (NYSE: JPM), Rio Tinto plc (NYSE: RTP), and Hartford Financial Services Group Inc. (NYSE: HIG)",2009-08-10 14:00:00,JPM,2009-08-10,0.0,0.0003614262896007858,0.0
229423.0,AppAssure Software Unveils FREE MailRetriever Lite Message Recovery Tool for Microsoft Exchange Admins,2009-08-10 17:00:00,MSFT,2009-08-10,0.0,0.007186674440163188,0.0
200524.0,"AnalystChoice.com Brings You the Best Complimentary Research Report on LFT, MF, CVA, JPM, BX and LXP",2009-08-13 11:42:00,JPM,2009-08-13,0.0,0.0002871699689421803,0.0
1308.0,Farmers Telephone Cooperative Selects ETI's Triad to Integrate Microsoft Mediaroom,2009-08-14 15:58:00,MSFT,2009-08-14,0.0,0.0033512834925204515,0.0
158066.0,"I Like BHP Billiton, But It May Be Due for a Big Pullback",2009-08-16 12:33:00,BHP,2009-08-16,-0.9037185907363892,0.0004417301170178689,0.0
913591.0,Nokia / Microsoft Threat to RIM Is 'Limited' - UBS,2009-08-16 15:16:00,MSFT,2009-08-16,0.0,0.012554702610941604,0.0
1215.0,Microsoft's First Big Newspaper Partnership,2009-08-17 11:07:00,MSFT,2009-08-17,0.0,0.006179827629239298,0.0
158065.0,Wall Street Breakfast: Must-Know News,2009-08-17 11:19:00,BHP,2009-08-17,0.0,0.00859999330714345,0.0
997617.0,(OTC: FMBV) Buys RTD Coffee Drink MOJAVA,2009-08-17 11:30:00,PEP,2009-08-17,0.0,0.0009821303247008473,0.0
684218.0,"Balanced Insight Consensus Drives the Collaborative Delivery of Business Objects, Cognos and Microsoft BI Throughout the Enterprise",2009-08-17 12:00:00,MSFT,2009-08-17,0.6182900071144104,0.007127599470550194,0.7760792970657349
8361.0,Cryptzone announces encryption tool for Microsoft SharePoint(R),2009-08-18 07:49:00,MSFT,2009-08-18,0.0,0.9040353435557336,0.0
252383.0,Idera Supports PowerShell for Microsoft Active Directory Management,2009-08-18 12:00:00,MSFT,2009-08-18,0.0,0.000574164092540741,0.0
252382.0,Update: Idera Supports PowerShell for Microsoft Active Directory Management,2009-08-18 18:31:00,MSFT,2009-08-18,0.0,0.0003531621186994016,0.0
517990.0,"Frontline (FRO) may see a short squeeze on Q2 report, says JP Morgan(JPM) ",2009-08-25 13:57:00,JPM,2009-08-25,-0.8892756104469299,-0.001999638305278495,-0.9980571866035461
430094.0,JP Morgan( JPM) Raises Intel (INTC) Estimates,2009-08-27 13:59:00,JPM,2009-08-27,0.0,0.0009704955446068197,0.0
349013.0,JP Morgan (JPM) Downgrades Deere (DE) to Underweight from Neutral ,2009-09-03 12:47:00,JPM,2009-09-03,-0.8068163394927979,-0.00035363943243282847,-0.998306393623352
316320.0,JP Morgan (JPM) Upgrades Cubic (CUB) to Overweight from Neutral,2009-09-03 12:47:00,JPM,2009-09-03,0.9418675899505615,0.00012097098806407303,0.9993588328361511
158064.0,Petrobras (PRB) - Still a Sure Thing?,2009-09-03 18:11:00,BHP,2009-09-03,0.0,-0.0004254045197740197,0.0
185625.0,Broadcom's (BRCM) Announces Microsoft-Mediaroom Integration of Set-Top Box Solution ,2009-09-08 11:21:00,MSFT,2009-09-08,0.7088345885276794,0.0015879059646977112,0.0
158063.0,Pete Najarian Sees Bullish Signs For Stocks As Copper goes up,2009-09-08 22:11:00,BHP,2009-09-08,0.88934725522995,-0.00126317935064435,0.99936443567276
1064382.0,Microsoft (MSFT) to Reveal New Partner Solutions Built on Microsoft Technology for the Media and Entertainment Industry,2009-09-10 09:37:00,MSFT,2009-09-10,0.0,0.0010518830058572348,0.0
997616.0,Pete Najarian Thinks Pepsico Inc (PEP) Is Going Forward,2009-09-11 00:29:00,PEP,2009-09-11,0.0,0.001974985279957764,0.0
158062.0,FTSE 100 ,2009-09-14 08:39:00,BHP,2009-09-14,0.0,-0.0013839488128724042,0.0
484292.0,"Pete Najarian Thinks That GS, JPM And FCX Could Show Us When To Get Out Of The Market",2009-09-15 00:05:00,JPM,2009-09-15,0.0,0.012437850324204192,0.0
608726.0,Microsoft (MSFT) introduces Zune Media Player Software ,2009-09-15 12:28:00,MSFT,2009-09-15,0.0,0.03163609668263234,0.0
997615.0,Cramer Doesn’t Believe Obama Has Enough Votes To Push Health Care Plan,2009-09-18 19:27:00,PEP,2009-09-18,0.0,-3.4016968129435554e-05,0.0
158061.0,Cash Rich BHP Billiton (BHP) on the Prowl for Mergers,2009-09-21 12:00:00,BHP,2009-09-21,0.0,0.0001059277419699356,0.0
1245980.0,Toll Bros. Inc.may extend gains on optimism shown by JP Morgan,2009-09-21 14:03:00,JPM,2009-09-21,0.9373273253440857,0.9996930989946122,0.999652624130249
397832.0,Microsoft Corporation (MSFT) Has No Plans To Acquire Electronic Arts Inc. (ERTS) ,2009-09-24 11:40:00,MSFT,2009-09-24,0.0,0.00456729024881497,0.0
997614.0,"Cramer likes FNFG,VMC,KO,PEP",2009-09-25 10:23:00,PEP,2009-09-25,0.0,0.0003415739629417658,0.0
158060.0,Chinese Blink on 2009 Iron Ore Pricing,2009-09-25 17:50:00,BHP,2009-09-25,0.0,3.496854878903832e-05,0.0
997613.0,"Portfolio LLC Likes WMT, PEP, XON,T, PM",2009-09-28 21:35:00,PEP,2009-09-28,0.0,0.00010206035221926868,0.0
608724.0,"Neil Hennessy Sees Recent Rally As Beginning Of 10 Year Bull Market (WMT, HD, JNJ, MSFT)",2009-10-01 14:46:00,MSFT,2009-10-01,0.0,0.000832172929221997,0.9609015583992004
